FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.2301,0.3082,0.05,0.0959,0.1152,0.2113,0.106,0.409,0.5039,0.1617,0.2923,C
0.2301,0.3082,0.05,0.0959,0.1152,0.2113,0.106,0.409,0.5039,0.1617,0.2923,C
0.5133,0.2123,0.5,0.0959,0.0935,0.169,0.0459,0.4354,0.2835,0.3234,0.4615,C
0.2035,0.1986,0.31,0.0753,0.1119,0.2817,0.159,0.4853,0.5748,0.1317,0.1692,C
0.0796,0.2534,0.03,0.0616,0.0534,0.3803,0.2862,0.0536,0.5984,0.2934,0.8615,A
0.0354,0.1781,0.01,0.0479,0.0601,0.3521,0.1908,0.0565,0.7559,0.2515,0.8615,C
0.2389,0.2192,0.2,0.0479,0.0618,0.3239,0.2049,0.2518,0.5039,0.1437,0.5077,C
0.115,0.2329,0,0.0685,0.1085,0.338,0.1343,0.2775,0.5984,0.1198,0.4308,D
0.2566,0.3151,0.2,0.0753,0.1018,0.4648,0.1343,0.3576,0.2835,0.0599,0.1385,D
0.2832,0.3151,0.13,0.0822,0.1503,0.2254,0.106,0.3179,0.3937,0.1198,0.4308,C
0.3009,0.4075,0.22,0.0959,0.1052,0.169,0.265,0.5,0.3937,0.1257,0.1692,C
0.3451,0.1918,0.4,0.3699,0.0634,0.0282,0.0141,0.4104,0.4252,0.1377,0.5538,E
0.2124,0.3904,0,0.0685,0.1703,0.0282,0.0141,0.4618,0.4803,0.1617,0.2,C
0.3009,0.4075,0.22,0.0959,0.1052,0.169,0.265,0.5,0.3937,0.1257,0.1692,C
0.4602,0.1233,0.39,0.0548,0.0835,0.0282,0.0106,0.3473,0.315,0.1437,0.4769,B
0.2212,0.2329,0.2,0.0685,0.1085,0.3803,0.1696,0.406,0.4961,0.1856,0.3077,C
0.2212,0.2329,0.2,0.0685,0.1085,0.3803,0.1696,0.406,0.4961,0.1856,0.3077,C
0.292,0.4418,0,0.0753,0.1202,0.1127,0.0565,0.4493,0.4646,0.2096,0.3846,C
0.3628,0.3493,0.28,0.1233,0.1402,0.2254,0.2226,0.5338,0.4094,0.1796,0.2769,C
0.2124,0.2055,0.19,0.0959,0.0985,0.2394,0.106,0.3443,0.5118,0.1377,0.3846,D
0.5929,0.1712,0.5,0.0616,0.1302,0.2676,0.1449,0.5338,0.3228,0.1437,0.3231,D
0.2212,0.0274,0.44,0.1096,0.0935,0.2254,0.0883,0.2357,0.4803,0.1257,0.6154,C
0.3009,0.3288,0.08,0.1164,0.0735,0.0282,0.0035,0.2048,0.378,0.024,0.7077,D
0.2124,0.3288,0.3,0.2466,0.0935,0.2676,0.3675,0.6659,0.4409,0.503,0.2769,D
0.2124,0.3288,0.3,0.2466,0.0935,0.2676,0.3675,0.6659,0.4409,0.503,0.2769,D
0.2655,0.4247,0,0.0685,0.1469,0.0704,0.0212,0.3774,0.4882,0.1557,0.4,D
0.3186,0.3527,0.1,0.0822,0.1018,0.338,0.1908,0.4633,0.4331,0.2515,0.3846,C
0.115,0.1884,0.13,0.1027,0.0735,0.1831,0.0777,0.2606,0.6929,0.2036,0.6154,C
0.2566,0.4349,0,0.0685,0.1202,0.0704,0.0212,0.4883,0.4724,0.0958,0.2,E
0.3186,0.3527,0.1,0.0822,0.1018,0.338,0.1908,0.4633,0.4331,0.2515,0.3846,C
0.177,0.3493,0,0.2329,0.1352,0.7042,0.2527,0.4046,0.3622,0.0719,0.1692,D
0.177,0.3493,0,0.2329,0.1352,0.7042,0.2527,0.4046,0.3622,0.0719,0.1692,D
0.2301,0.2808,0.14,0.0822,0.0868,0.1972,0.0813,0.232,0.4803,0.1677,0.5692,C
0.0973,0.3288,0,0.0342,0.0851,0.1408,0.0424,0.1351,0.5591,0.1377,0.5846,C
0.2655,1,0,0.0822,0.2087,0.0563,0.0106,0.3443,0.5984,0.0419,0.3846,E
0.0531,0.3596,0,0.0856,0.1135,0.1972,0.0777,0.3209,0.8189,0.1677,0.6308,C
0.1858,0.5068,0.07,0.0753,0.1469,0.2676,0.1802,0.4339,0.6772,0.2455,0.5077,C
0.3982,0.1712,0.32,0.0822,0.0868,0.0423,0.0318,0.4178,0.4409,0.2814,0.4308,C
0.3009,0.1096,0.44,0.0616,0.1152,0.3803,0.2191,0.3627,0.4882,0.1976,0.4308,D
0.2655,0.4589,0.21,0.0959,0.1252,0.2817,0.2191,0.3987,0.2992,0.0659,0.1231,D
0.2566,0.3356,0.26,0.0685,0.1018,0.3239,0.2898,0.4442,0.4409,0.1198,0.2154,D
0.4513,0.3904,0.32,0.1096,0.1269,0.2958,0.3004,0.5749,0.4331,0.1737,0.2615,D
0.1947,0.3836,0.09,0.2055,0.0935,0.1972,0.0813,0.3796,0.5276,0.1138,0.4154,E
0.4513,0.3904,0.32,0.1096,0.1269,0.2958,0.3004,0.5749,0.4331,0.1737,0.2615,D
0.2124,0.3425,0.1,0.0342,0.0985,0.3662,0.2014,0.4354,0.4252,0.1677,0.1231,D
0.2566,0.3356,0.26,0.0685,0.1018,0.3239,0.2898,0.4442,0.4409,0.1198,0.2154,D
0.1681,0.2671,0.15,0.1438,0.0868,0.1549,0.0742,0.2078,0.4646,0.1557,0.6769,C
0.3009,0.726,0.21,0.0685,0.1185,0.1831,0.1237,0.3855,0.4724,0.0838,0.3231,D
0.2124,0.1644,0.21,0.0959,0.1235,0.2676,0.2085,0.4046,0.5197,0.1257,0.2615,C
0.2124,0.1644,0.21,0.1027,0.1235,0.3239,0.2226,0.4031,0.5197,0.1198,0.2615,C
0.2566,0.3493,0.27,0.0753,0.1185,0.2254,0.3004,0.4471,0.4094,0.1497,0.2154,C
0.0708,0.4247,0,0.0205,0.0484,0.2113,0.1413,0.1843,1,0.1557,0.6308,C
0.469,0.2192,0.46,0.089,0.1319,0.1268,0.1237,0.4633,0.3465,0.2156,0.5385,C
0.2566,0.3493,0.27,0.0753,0.1185,0.2254,0.3004,0.4471,0.4094,0.1497,0.2154,C
0.3982,0.4384,0.68,0.0548,0.6711,0.2394,0.2049,0.4736,0.126,0.5988,0.1077,C
0.4513,0.3699,0.34,0.1164,0.1369,0.1549,0.2898,0.5793,0.4094,0.1976,0.2615,D
0.0354,0.4247,0,0.0205,0.0484,0.2113,0.1413,0.1843,1,0.1557,0.6308,C
0.3982,0.1507,0.42,0.0616,0.0768,0.1127,0.0424,0.2827,0.3465,0.1317,0.4615,D
0.3982,0.1644,0.39,0.0616,0.0801,0.2817,0.1731,0.3583,0.3465,0.2934,0.4,B
0.1858,0.2329,0.24,0.0548,0.1085,0.2394,0.0989,0.3473,0.5118,0.1617,0.3385,C
0.1858,0.2329,0.24,0.0548,0.1085,0.2394,0.0989,0.3473,0.5118,0.1617,0.3385,C
0.1858,0.2329,0.24,0.0548,0.1085,0.2394,0.0989,0.3473,0.5118,0.1617,0.3385,C
0.1858,0.2329,0.24,0.0548,0.1085,0.2394,0.0989,0.3473,0.5118,0.1617,0.3385,C
0.1681,0.274,0.11,0.0616,0.1018,0.169,0.1131,0.3987,0.4724,0.1138,0.1385,D
0.2478,0.3288,0.26,0.0822,0.1185,0.2254,0.3004,0.4471,0.4331,0.1377,0.2154,C
0.2478,0.3288,0.26,0.0822,0.1185,0.2254,0.3004,0.4471,0.4331,0.1377,0.2154,C
0.2832,0.5137,0.26,0.1986,0.1586,0.4225,0.2155,0.4853,0.4094,0.0778,0.1231,D
0.3363,0.1849,0.1,0.0548,0.1052,0.0704,0.0671,0.4214,0.2756,0.0599,0.2,C
0.3982,0.4486,0.22,0.089,0.1119,0.1549,0.1484,0.5529,0.3465,0.1078,0.1846,D
0.2301,0.4897,0,0.0753,0.2571,0.0423,0.0177,0.4413,0.5118,0.1138,0.2462,D
0.177,0.3151,0.02,0.1027,0.0952,0.2535,0.1201,0.279,0.5039,0.1976,0.6462,C
0.1239,0.2603,0,0.0342,0.0751,0.1972,0.0707,0.3238,0.4882,0.0719,0.1692,D
0.1239,0.2603,0,0.0342,0.0751,0.1972,0.0707,0.3238,0.4882,0.0719,0.1692,D
0.1239,0.2603,0,0.0342,0.0751,0.1972,0.0707,0.3238,0.4882,0.0719,0.1692,D
0.2566,0.2671,0.02,0.0548,0.1202,0.169,0.0883,0.3899,0.4882,0.1257,0.3231,C
0.2566,0.2671,0.02,0.0548,0.1202,0.169,0.0883,0.3899,0.4882,0.1257,0.3231,C
0.2566,0.2671,0.02,0.0548,0.1202,0.169,0.0883,0.3899,0.4882,0.1257,0.3231,C
0.2655,0.2877,0.02,0.0548,0.1219,0.2254,0.0883,0.4273,0.4961,0.1078,0.3077,C
0.2566,0.2671,0.02,0.0548,0.1202,0.169,0.0883,0.3899,0.4882,0.1257,0.3231,C
0.6106,0.2055,0.48,0.1164,0.1085,0.0986,0.0495,0.6204,0.2756,0.1198,0.4,D
0.3186,0.2192,0.24,0.0959,0.0851,0.1268,0.0777,0.4449,0.4016,0.1198,0.2769,C
0.1327,0.3219,0.01,0.0822,0.0735,0.0563,0.0247,0.3414,0.6142,0.1377,0.4615,D
0.2301,0.3664,0.03,0.0616,0.1102,0.0845,0.0212,0.4258,0.4724,0.0359,0.1692,D
0.2301,0.3664,0.03,0.0616,0.1102,0.0845,0.0212,0.4258,0.4724,0.0359,0.1692,D
0.2035,0.3082,0,0.1301,0.1152,0.2817,0.1237,0.3752,0.5276,0.1138,0.3692,D
0.3894,0.3288,0.29,0.0753,0.0952,0.4366,0.2367,0.475,0.4724,0.1437,0.2462,D
0.2301,0.3425,0.01,0.0959,0.0885,0.0986,0.1413,0.2386,0.4567,0.1078,0.5231,C
0.2655,0.3596,0.03,0.0685,0.1235,0.1831,0.1802,0.5015,0.4961,0.0778,0.2923,D
0.2655,0.3596,0.03,0.0685,0.1235,0.1831,0.1802,0.5015,0.4961,0.0778,0.2923,D
0.2301,0.3151,0.03,0.0959,0.1085,0.0845,0.0777,0.4119,0.4803,0.1138,0.2462,D
0.1327,0.137,0.25,0.0616,0.1235,0.0563,0.0919,0.3355,0.4882,0.0659,0.2615,D
0.1327,0.1507,0.25,0.0616,0.1202,0.0423,0.0777,0.3355,0.4882,0.0659,0.2615,D
0.2389,0.2123,0.24,0.1096,0.1102,0.3662,0.2155,0.4706,0.6772,0.1557,0.4154,C
0.2478,0.3562,0.17,0.3082,0.2604,0.7183,0.3251,0.5352,0.4252,0.1018,0.1692,D
0.6195,0.2432,0.4,0.0342,0.1319,0.0704,0.0777,0.5117,0.2598,0.1916,0.2513,C
0.4071,0.2877,0.31,0.0959,0.1669,0.1408,0.1131,0.5081,0.3937,0.1377,0.3846,D
0.3274,0.5,0.14,0.1096,0.1352,0.169,0.1696,0.5264,0.4882,0.1257,0.2615,D
0.6195,0.2432,0.4,0.0342,0.1319,0.0704,0.0777,0.5117,0.2598,0.1916,0.2513,C
0.3009,0.4863,0.27,0.0753,0.1135,0.1408,0.2014,0.4736,0.4331,0.0898,0.2154,E
0.2301,0.3322,0.02,0.0685,0.1402,0.1268,0.0883,0.362,0.5669,0.1198,0.5231,C
0.2832,0.2603,0.09,0.089,0.172,0.1268,0.1272,0.5162,0.3465,0.1737,0.1692,D
0.2389,0.4247,0.08,0.0548,0.1369,0.1268,0.1378,0.4178,0.3937,0.1018,0.2154,D
0.2035,0.2877,0.3,0.089,0.1269,0.1127,0.3498,0.5272,0.4016,0.509,0.3231,C
0.3009,0.4452,0.32,0.0822,0.1119,0.2113,0.2403,0.4765,0.4173,0.1018,0.2154,C
0.177,0.3356,0,0.0479,0.0952,0.0423,0.0071,0.2856,0.4646,0.024,0.3077,E
0.3628,0.4521,0.51,0.0548,0.6728,0.1549,0.212,0.4523,0.2047,0.503,0.1231,D
0.2566,0.3151,0.56,0.1507,0.2354,0.0563,0.0283,0.3443,0.3701,0.4192,0.4923,C
0.3628,0.4521,0.51,0.0548,0.6728,0.1549,0.212,0.4523,0.2047,0.503,0.1231,D
0.2743,0.4315,0.27,0.1986,0.1636,0.4648,0.2933,0.4824,0.3937,0.0719,0.1385,D
0.1947,0.476,0,0.0205,0.4257,0.2113,0.0813,0.3407,0.4567,0.1078,0.2154,E
0.2301,0.3014,0.26,0.0753,0.1185,0.169,0.3322,0.4251,0.4094,0.1138,0.2308,D
0.3186,0.524,0.2,0.0342,0.1235,0.0845,0.0883,0.3326,0.2913,0.0778,0.2462,D
0.0531,0.2534,0.26,0.0959,0.1302,0.3099,0.2403,0.384,0.7638,0.1737,0.5846,C
0.2301,0.226,0.15,0.0753,0.1102,0.1268,0.0777,0.442,0.4331,0.1078,0.2308,C
0.2566,0.3082,0.02,0.1164,0.1085,0.1408,0.1025,0.4038,0.4882,0.1737,0.3692,C
0.2566,0.3082,0.02,0.1164,0.1085,0.1408,0.1025,0.4038,0.4882,0.1737,0.3692,C
0.1947,0.4863,0.09,0.0616,0.1035,0.0423,0.0671,0.3869,0.5039,0.0719,0.1846,D
0.3009,0.3288,0.22,0.0822,0.1135,0.338,0.3498,0.4449,0.4409,0.0958,0.2308,D
0.3009,0.3288,0.22,0.0822,0.1135,0.338,0.3498,0.4449,0.4409,0.0958,0.2308,D
0.2212,0.4349,0.15,0.0616,0.1586,0.2676,0.2756,0.4302,0.3543,0.1018,0.1692,D
0.3009,0.4726,0.25,0.1712,0.1068,0.4648,0.2792,0.4853,0.3543,0.0539,0.1231,D
0.2478,0.3562,0.07,0.0616,0.1469,0.0986,0.0601,0.4427,0.4409,0.1497,0.1846,D
0.2478,0.3562,0.07,0.0616,0.1469,0.0986,0.0601,0.4427,0.4409,0.1497,0.1846,D
0.177,0.3562,0.31,0.3562,0.1185,0.0845,0.1519,0.522,0.4803,0.2096,0.2923,D
0.1858,0.2466,0.02,0.089,0.1135,0.493,0.371,0.3796,0.2835,0.1198,0.2,D
0.1239,0.2534,0,0.0959,0.0935,0.1972,0.0954,0.2093,0.6614,0.1557,0.6308,C
0.3009,0.3562,0.22,0.1027,0.1369,0.0563,0.0954,0.4442,0.4961,0.1497,0.4,D
0.2212,0.3425,0.06,0.0274,0.0968,0.0563,0.0212,0.3032,0.3386,0.0898,0.2154,D
0.3009,0.274,0.25,0.0753,0.1102,0.2535,0.1873,0.4442,0.4409,0.0898,0.2769,D
0.1593,0.3082,0.14,0.2055,0.0968,0.3662,0.2367,0.486,0.4567,0.0898,0.1231,D
0.354,0.387,0.1,0.0479,0.1336,0.0282,0.0212,0.5419,0.4488,0.1916,0.1769,C
0.3628,0.3801,0.1,0.0479,0.1302,0.0423,0.0177,0.5419,0.4488,0.1916,0.1769,D
0.2389,0.3219,0.26,0.0753,0.1135,0.2254,0.3463,0.4236,0.4252,0.1138,0.2308,D
0.2124,0.3288,0.12,0.089,0.1185,0.169,0.0777,0.4794,0.6142,0.1737,0.2769,B
0.2301,0.3767,0,0.089,0.0935,0.1268,0.0636,0.406,0.5354,0.2335,0.4154,C
0.292,0.3904,0.21,0.0822,0.1135,0.4507,0.477,0.4501,0.4016,0.1078,0.2308,D
0.292,0.3904,0.21,0.0822,0.1135,0.4507,0.477,0.4501,0.4016,0.1078,0.2308,D
0.2655,0.1233,0.42,0.0753,0.0668,0.0704,0.0636,0.4574,0.5512,0.2934,0.5385,C
0.2301,0.1438,0.33,0.0548,0.0818,0.0282,0.0247,0.4354,0.3858,0.4611,0.2462,A
0.3009,0.2603,0.39,0.1164,0.1169,0.1549,0.1413,0.6189,0.5433,0.1737,0.3538,C
0.2743,0.1096,0.3,0.0753,0.0835,0.2394,0.0989,0.3767,0.4252,0.3413,0.4462,B
0.3186,0.0822,0.34,0.2877,0.0835,0.0986,0.0565,0.5382,0.378,0.3653,0.3846,C
0.1239,0.2671,0,0.0822,0.0868,0.5493,0.1696,0.362,0.6299,0.3593,0.3538,C
0.3097,0.1164,0.36,0.089,0.0601,0.4789,0.1661,0.362,0.4173,0.4072,0.6154,B
0.1239,0.2671,0,0.0822,0.0868,0.5493,0.1696,0.362,0.6299,0.3593,0.3538,C
0.177,0.5753,0,0.0616,0.1169,0.0563,0.0353,0.2592,0.5984,0.0659,0.5385,C
0.1593,0.2397,0.4,0.1027,0.0985,0.0986,0.0459,0.4574,0.6457,0.2395,0.3385,C
0.3186,0.0822,0.34,0.2877,0.0835,0.0986,0.0565,0.5382,0.378,0.3653,0.3846,C
0.469,0.3082,0.25,0.0753,0.1536,0.1549,0.2933,0.4574,0.2362,0.3413,0.2615,D
0.4779,0.137,0.59,0.089,0.1085,0.0282,0.0318,0.685,0.3622,0.2695,0.1846,D
0.1416,0.3151,0,0.0479,0.0885,0.0986,0.0424,0.4794,0.6457,0.3054,0.1538,D
0.4779,0.137,0.59,0.089,0.1085,0.0282,0.0318,0.685,0.3622,0.2695,0.1846,D
0.2389,0.1507,0.33,0.1096,0.0868,0.2817,0.1095,0.3767,0.4803,0.2635,0.5692,B
0.2832,0.2808,0.01,0.0479,0.1085,0.0282,0.0459,0.362,0.3307,0.0778,0.2154,D
0.2743,0.3562,0.21,0.089,0.1085,0.4366,0.4488,0.406,0.4173,0.0719,0.2308,D
0.2832,0.2808,0.01,0.0479,0.1085,0.0282,0.0459,0.362,0.3307,0.0778,0.2154,D
0.2566,0.1918,0.18,0.0479,0.1119,0.3239,0.1837,0.4721,0.4724,0.1497,0.1538,D
0.2124,0.2877,0,0.0822,0.1119,0.5352,0.1731,0.406,0.5118,0.3054,0.4615,C
0.1593,0.2808,0.09,0.2055,0.1853,0.1831,0.0883,0.4941,0.5984,0.2036,0.4,E
0.3274,0.0959,0.37,0.0342,0.1068,0.0986,0.0601,0.5382,0.4094,0.2216,0.1846,C
0.3274,0.0959,0.37,0.0342,0.1068,0.0986,0.0601,0.5382,0.4094,0.2216,0.1846,C
0.2743,0.0753,0.37,0.0616,0.0568,0.3099,0.1908,0.5162,0.5276,0.2275,0.5692,C
0.2655,0.1986,0.33,0.1096,0.1102,0.0704,0.0601,0.4134,0.4409,0.1497,0.4308,D
0.2832,0.3562,0,0.0685,0.1002,0.3662,0.1731,0.4501,0.4488,0.1796,0.4,D
0.292,0.0411,0.4,0.089,0.0618,0.5211,0.2155,0.4354,0.4646,0.3593,0.4462,D
0.2478,0.1986,0.24,0.0616,0.0902,0.2394,0.1449,0.406,0.4961,0.1737,0.3077,D
0.2655,0.2123,0.31,0.0822,0.0952,0.169,0.2403,0.4207,0.4094,0.1257,0.2308,C
0.115,0.2192,0,0.0479,0.0501,0.0282,0.0177,0.3179,0.5827,0.3114,0.5077,C
0.1327,0.1918,0.16,0.0616,0.0952,0.1408,0.0671,0.3987,0.5354,0.2455,0.2615,B
0.4956,0.2877,0.37,0.9932,0.3372,0.7606,0.3145,1,0.3465,0.2635,0.0923,C
0.4956,0.2877,0.37,0.9932,0.3372,0.7606,0.3145,1,0.3465,0.2635,0.0923,C
0.4779,0.1781,0.38,0.0479,0.2621,0.3662,0.2968,0.6659,0.3228,0.1916,0.0154,D
0.1947,0.5445,0.29,0.2671,0.0968,0.1972,0.1166,0.4185,0.622,0.1257,0.4154,D
0.2124,0.3219,0,0.0548,0.0668,0.0282,0.0071,0.4354,0.5276,0.0838,0.2923,D
0.2389,0.3767,0.02,0.089,0.1002,0.4225,0.3039,0.4104,0.4567,0.2096,0.4103,C
0.2301,0.1712,0.32,0.0753,0.0835,0.1972,0.0777,0.3399,0.3858,0.2395,0.4462,B
0.2478,0.4555,0.19,0.2945,0.1369,0.2535,0.3251,0.5184,0.3307,0.1138,0.1795,C
0.2035,0.3493,0.02,0.0685,0.1102,0.2394,0.0848,0.5176,0.5197,0.2515,0.2154,D
0.2035,0.3151,0.2,0.0582,0.0768,0.0986,0.0565,0.2313,0.5039,0.0958,0.5077,D
0.2389,0.3767,0.02,0.089,0.1002,0.4225,0.3039,0.4104,0.4567,0.2096,0.4154,C
0.2478,0.4555,0.19,0.2945,0.1369,0.2535,0.3251,0.5184,0.3307,0.1138,0.1846,C
0.2035,0.3493,0.02,0.0685,0.1102,0.2394,0.0848,0.5176,0.5197,0.2515,0.2154,D
0.1947,0.3767,0,0.0685,0.1135,0.2958,0.1166,0.5095,0.5197,0.2455,0.2,D
0.2035,0.3151,0.01,0.0685,0.1135,0.5493,0.1696,0.4963,0.5197,0.2395,0.2,D
0.2301,0.1781,0.31,0.0753,0.0735,0.1972,0.0813,0.3414,0.3858,0.2575,0.4462,A
0.2301,0.1712,0.32,0.0753,0.0835,0.1972,0.0777,0.3399,0.3858,0.2395,0.4462,B
0.2832,0.137,0.44,0.1233,0.1536,0.0986,0.0389,0.5323,0.4646,0.2695,0.4,B
0.177,0.3151,0.02,0.0753,0.0835,0.507,0.1661,0.2695,0.4803,0.2575,0.4923,B
0.2655,0.2534,0.33,0.0685,0.1035,0.3662,0.2792,0.5132,0.5276,0.1497,0.0923,D
0.6283,0.226,0.63,0.089,0.1018,0.0845,0.0601,0.71,0.3701,0.2156,0.3846,C
0.1681,0.5342,0,0.0479,0.0668,0.1127,0.0389,0.3377,0.5984,0.1796,0.3846,C
0.1239,0.2877,0.06,0.0616,0.0634,0.5211,0.2933,0.1681,0.4409,0.1018,0.3308,C
0.2655,0.2534,0.33,0.0685,0.1035,0.3662,0.2792,0.5132,0.5276,0.1497,0.0923,D
0.3363,0.1164,0.4,0.0548,0.0918,0.0986,0.0495,0.4376,0.5118,0.1617,0.3231,D
0.292,0.0548,0.35,0.0548,0.0701,0.0845,0.0318,0.3311,0.4567,0.2814,0.5385,B
0.1593,0.2055,0.09,0.0959,0.0701,0.4648,0.2049,0.5264,0.5276,0.2096,0.3077,C
0.1416,0.4555,0,0.0822,0.0801,0.0704,0.0247,0.4824,0.6693,0.1677,0.2462,E
0.1947,0.3562,0.03,0.0959,0.1052,0.1831,0.0883,0.395,0.4882,0.1497,0.3077,C
0.2035,0.3493,0.01,0.1027,0.1068,0.1831,0.1166,0.3781,0.4724,0.1198,0.3692,C
0.1947,0.3219,0.1,0.0548,0.0851,0.4648,0.1661,0.4207,0.5276,0.2036,0.2,D
0.1947,0.3219,0.1,0.0548,0.0851,0.4648,0.1661,0.4207,0.5276,0.2036,0.2,D
0.2389,0.2466,0.32,0.0822,0.0835,0.4225,0.1696,0.5294,0.4409,0.1916,0.2462,B
0.1858,0.6301,0.08,0.0959,0.0918,0.2535,0.0919,0.4706,0.6142,0.1437,0.4,E
0.2389,0.2466,0.32,0.0822,0.0835,0.4225,0.1696,0.5294,0.4409,0.1916,0.2462,B
0.2389,0.589,0.05,0.0822,0.0818,0.2676,0.1519,0.5125,0.4488,0.1317,0.2,E
0.4779,0.3904,0.11,0.0342,0.1202,0.0986,0.0636,0.4192,0.1102,0.0838,0.2,D
0.1858,0.3973,0.08,0.1952,0.0918,0.0986,0.0353,0.2401,0.5433,0.1138,0.6462,D
0.2655,0.1575,0.6,0.1164,0.1018,0.3099,0.1343,0.4765,0.5039,0.2754,0.4154,C
0.1327,0.3288,0.08,0.0616,0.0985,0.1831,0.1378,0.2416,0.5039,0.1257,0.4,D
0.469,0.2603,0.5,0.8836,0.3222,0.662,0.2686,0.9068,0.3307,0.2515,0.0615,D
0.0619,0.2397,0.11,0.089,0.0601,0.2113,0.2933,0.1285,0.6299,0.3293,0.7949,B
0.469,0.2603,0.5,0.8836,0.3222,0.662,0.2686,0.9068,0.3307,0.2515,0.0615,D
0.0619,0.2397,0.11,0.089,0.0601,0.2113,0.2933,0.1285,0.6299,0.3293,0.8,B
0.2212,0.5171,0.05,0.3288,0.1169,0.0282,0.0283,0.5881,0.5197,0.1138,0.2769,E
0.3186,0.1096,0.6,0.1438,0.1536,0.1268,0.0565,0.6028,0.5118,0.2096,0.3385,D
0.0885,0.3425,0.03,0.0411,0.1135,0.0704,0.0247,0.3605,0.7244,0.1737,0.2615,E
0.3186,0.1096,0.6,0.1438,0.1536,0.1268,0.0565,0.6028,0.5118,0.2096,0.3385,D
0.2301,0.3151,0.54,0.0822,0.1703,0.0282,0.0106,0.5228,0.4646,0.1437,0.2923,E
0.3097,0.1438,0.44,0.0411,0.0501,0.0704,0.0212,0.3928,0.4803,0.1677,0.3538,D
0.1947,0.5411,0.06,0.0753,0.0801,0.0423,0.0177,0.4295,0.622,0.1856,0.3846,E
0.2124,0.3664,0.16,0.0822,0.1035,0.0986,0.0671,0.4398,0.4961,0.1317,0.2,D
0.1947,0.3836,0.21,0.0822,0.0968,0.1127,0.0601,0.3957,0.5039,0.1617,0.2923,D
0.1239,0.3562,0.05,0.0685,0.0902,0.1127,0.0389,0.359,0.6142,0.2695,0.3385,D
0.0885,0.2877,0.04,0.0548,0.0618,0.0563,0.0247,0.3032,0.7717,0.1497,0.4615,D
0.1416,0.3082,0.1,0.0822,0.0601,0.0423,0.0177,0.3238,0.5512,0.2575,0.3692,C
0.2212,0.0685,0.49,0.0616,0.0451,0.0986,0.0424,0.2474,0.5118,0.1377,0.6154,C
0.0885,0.2877,0.04,0.0548,0.0618,0.0563,0.0247,0.3032,0.7717,0.1497,0.4615,D
0.1416,0.363,0.06,0.0479,0.0634,0.0704,0.0424,0.2504,0.6535,0.1257,0.5462,D
0.2743,0.2877,0.26,0.0685,0.1285,0.3099,0.4982,0.4618,0.4094,0.1557,0.2,D
0.1593,0.1301,0.09,0.0342,0.0902,0.1972,0.0777,0.3319,0.5354,0.2216,0.2462,B
0.2124,0.2123,0.02,0.0685,0.1135,0.1972,0.0777,0.3561,0.4803,0.2874,0.3385,C
0.2743,0.2877,0.26,0.0685,0.1285,0.3099,0.4982,0.4618,0.4094,0.1557,0.2,D
0.2035,0.4247,0.03,0.0959,0.0701,0.0845,0.0353,0.3678,0.5591,0.1796,0.4769,C
0.177,0.5308,0.04,0.0959,0.0935,0.0845,0.0247,0.4222,0.622,0.1497,0.3692,C
0.2035,0.4247,0.03,0.0959,0.0701,0.0845,0.0353,0.3678,0.5591,0.1796,0.4769,C
0.2566,0.4144,0.04,0.0411,0.1068,0.0986,0.0318,0.3678,0.4094,0.1198,0.1846,D
0.2832,0.4795,0.29,0.2329,0.1185,0.2817,0.2049,0.4662,0.3307,0.1198,0.1538,D
0.2389,0.3185,0.18,0.1027,0.1102,0.1972,0.1908,0.4633,0.4488,0.1257,0.2154,D
0.1416,0.2192,0.39,0.1096,0.1085,0.0704,0.0283,0.4023,0.6063,0.2156,0.4,C
0.2566,0.1781,0.57,0.0959,0.1569,0.0563,0.0212,0.4391,0.4882,0.1317,0.4615,C
0.1858,0.4384,0.02,0.0616,0.1102,0.0704,0.0212,0.4354,0.6378,0.1796,0.2385,E
0.1947,0.4726,0.05,0.0753,0.0968,0.0704,0.0283,0.4075,0.6063,0.1976,0.3692,C
0.2566,0.1781,0.57,0.0959,0.1569,0.0563,0.0212,0.4391,0.4882,0.1317,0.4615,C
0.2212,0.1027,0.6,0.0822,0.1035,0.2254,0.0671,0.5925,0.5039,0.2335,0.3385,C
0.292,0.0411,0.4,0.0616,0.0835,0.0845,0.0495,0.2959,0.4252,0.2216,0.4154,D
0.1593,0.1644,0.21,0.089,0.0584,0.3521,0.1484,0.4802,0.5748,0.2635,0.2,C
0.2212,0.3904,0.04,0.0822,0.0935,0.2535,0.0742,0.5176,0.5512,0.2036,0.2154,D
0.1593,0.4589,0.04,0.089,0.0818,0.1408,0.0389,0.4266,0.622,0.1916,0.3077,C
0.1593,0.3014,0.15,0.0616,0.1102,0.2254,0.2085,0.2107,0.4646,0.1617,0.3231,C
0.2035,0.4932,0.21,0.2192,0.1035,0.2113,0.2085,0.6131,0.622,0.2335,0.1282,C
0.2035,0.4932,0.21,0.2192,0.1035,0.2113,0.2085,0.6131,0.622,0.2335,0.1308,C
0.1327,0.137,0.25,0.0959,0.0985,0.3099,0.1837,0.4596,0.5354,0.3832,0.3385,D
